,Name,Action1,Action2,Action3,Action4,Action5,Action6
188,Knight,Multiattack: The knight makes two Melee Attacks.,"Greatsword: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.","Heavy Crossbow: Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. Hit: 5 (1d10) piercing damage.","Leadership (Recharges after a Short or Long Rest): For 1 minute, the knight can utter a Special Command or warning whenever a nonhostile creature that it can see within 30 ft. of it makes an Attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is Incapacitated.","Parry: The knight adds 2 to its AC against one melee Attack that would hit it. To do so, the knight must see the attacker and be wielding a melee weapon.",
189,Manticore,Multiattack: The manticore makes three attacks: one with its bite and two with its claws or three with its tail spikes.,"Bite: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) piercing damage.","Claw: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.","Tail Spike: Ranged Weapon Attack: +5 to hit, range 100/200 ft., one target. Hit: 7 (1d8 + 3) piercing damage.",,
190,Minotaur,"Greataxe: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 17 (2d12 + 4) slashing damage.","Gore: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) piercing damage.",,,,
191,Mummy,Multiattack: The mummy can use its Dreadful Glare and makes one Attack with its rotting fist.,"Rotting Fist: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage plus 10 (3d6) necrotic damage. If the target is a creature, it must succeed on a DC 12 Constitution saving throw or be cursed with mummy rot. The cursed target can't regain hit points, and its hit point maximum decreases by 10 (3d6) for every 24 hours that elapse. If the curse reduces the target's hit point maximum to 0, the target dies, and its body turns to dust. The curse lasts until removed by the Remove Curse spell or other magic.","Dreadful Glare: The mummy Targets one creature it can see within 60 ft. of it. If the target can see the mummy, it must succeed on a DC 11 Wisdom saving throw against this magic or become Frightened until the end of the mummy's next turn. If the target fails the saving throw by 5 or more, it is also Paralyzed for the same Duration. A target that succeeds on the saving throw is immune to the Dreadful Glare of all mummies (but not mummy lords) for the next 24 hours.",,,
192,Nightmare,"Hooves: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage plus 7 (2d6) fire damage.","Ethereal Stride: The nightmare and up to three willing creatures within 5 feet of it magically enter the Ethereal Plane from The Material Plane, or vice versa.",,,,
193,Owlbear,Multiattack: The owlbear makes two attacks: one with its beak and one with its claws.,"Beak: Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 10 (1d10 + 5) piercing damage.","Claws: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.",,,
194,Phase Spider,"Bite: Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 18 (4d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but Poisoned for 1 hour, even after regaining hit points, and is Paralyzed while Poisoned in this way.",,,,,
195,Veteran,"Multiattack: The veteran makes two Longsword attacks. If it has a Shortsword drawn, it can also make a Shortsword Attack.","Longsword: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.","Shortsword: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.","Heavy Crossbow: Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage.",,
196,Werewolf,Multiattack (Humanoid or Hybrid Form Only): The werewolf makes two attacks: one with its bite and one with its claws or spear.,"Bite (Wolf or Hybrid Form Only): Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.","Claws (Hybrid Form Only): Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage.","Spear (Humanoid Form Only): Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee Attack.",,
197,Wight,Multiattack: The wight makes two Longsword attacks or two Longbow attacks. It can use its Life Drain in place of one Longsword Attack.,"Life Drain: Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a Long Rest. The target dies if this effect reduces its hit point maximum to 0.","Longsword: Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands.","Longbow: Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",,
198,Winter Wolf,"Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone.","Cold Breath (Recharge 5-6): The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.",,,,
199,Black Pudding,"Pseudopod: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) bludgeoning damage plus 18 (4d8) acid damage. In addition, nonmagical armor worn by the target is partly dissolved and takes a permanent and cumulative -1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.","Split: When a pudding that is Medium or larger is subjected to lightning or slashing damage, it splits into two new puddings if it has at least 10 hit points. Each new pudding has hit points equal to half the original pudding's, rounded down. New puddings are one size smaller than the original pudding.",,,,
200,Chuul,"Multiattack: The chuul makes two pincer attacks. If the chuul is Grappling a creature, the chuul can also use its tentacles once.","Pincer: Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage. The target is Grappled (escape DC 14) if it is a Large or smaller creature and the chuul doesn't have two other creatures Grappled.","Tentacles: One creature Grappled by the chuul must succeed on a DC 13 Constitution saving throw or be Poisoned for 1 minute. Until this poison ends, the target is Paralyzed. The target can repeat the saving throw at the end of each of its turns, ending the effect on itself on a success.",,,
201,Couatl,"Bite: Melee Weapon Attack: +8 to hit, reach 5 ft., one creature. Hit: 8 (1d6 + 5) piercing damage, and the target must succeed on a DC 13 Constitution saving throw or be Poisoned for 24 hours. Until this poison ends, the target is Unconscious. Another creature can use an action to shake the target awake.","Constrict: Melee Weapon Attack: +6 to hit, reach 10 ft., one Medium or smaller creature. Hit: 10 (2d6 + 3) bludgeoning damage, and the target is Grappled (escape DC 15). Until this grapple ends, the target is Restrained, and the couatl can't constrict another target.","Change Shape: The couatl magically polymorphs into a humanoid or beast that has a challenge rating equal to or less than its own, or back into its true form. It reverts to its true form if it dies. Any Equipment it is wearing or carrying is absorbed or borne by the new form (the couatl's choice).",,,
202,Elephant,"Gore: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 19 (3d8 + 6) piercing damage.","Stomp: Melee Weapon Attack: +8 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage.",,,,
203,Ettin,Multiattack: The ettin makes two attacks: one with its Battleaxe and one with its Morningstar.,"Battleaxe: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) slashing damage.","Morningstar: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) piercing damage.",,,
204,Ghost,"Withering Touch: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 17 (4d6 + 3) necrotic damage.","Etherealness: The ghost enters the Ethereal Plane from The Material Plane, or vice versa. It is visible on The Material Plane while it is in the Border Ethereal, and vice versa, yet it can't affect or be affected by anything on the other plane.","Horrifying Visage: Each non-undead creature within 60 ft. of the ghost that can see it must succeed on a DC 13 Wisdom saving throw or be Frightened for 1 minute. If the save fails by 5 or more, the target also ages 1d4 _ 10 years. A Frightened target can repeat the saving throw at the end of each of its turns, ending the Frightened condition on itself on a success. If a target's saving throw is successful or the effect ends for it, the target is immune to this ghost's Horrifying Visage for the next 24 hours. The aging effect can be reversed with a Greater Restoration spell, but only within 24 hours of it occurring.","Possession (Recharge 6): One humanoid that the ghost can see within 5 ft. of it must succeed on a DC 13 Charisma saving throw or be possessed by the ghost; the ghost then disappears, and the target is Incapacitated and loses control of its body. The ghost now controls the body but doesn't deprive the target of awareness. The ghost can't be targeted by any Attack, spell, or other effect, except ones that turn Undead, and it retains its alignment, Intelligence, Wisdom, Charisma, and immunity to being Charmed and Frightened. It otherwise uses the possessed target's Statistics, but doesn't gain access to the target's knowledge, Class Features, or proficiencies.",,
205,Lamia,Multiattack: The lamia makes two attacks: one with its claws and one with its Dagger or Intoxicating Touch.,"Claws: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 14 (2d10 + 3) slashing damage.","Dagger: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d4 + 3) piercing damage.","Intoxicating Touch: Melee Spell Attack: +5 to hit, reach 5 ft., one creature. Hit: The target is magically cursed for 1 hour. Until the curse ends, the target has disadvantage on Wisdom saving throws and all Ability Checks.",,
206,Red Dragon Wyrmling,"Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 9 (1d10 + 4) piercing damage plus 3 (1d6) fire damage.","Fire Breath (Recharge 5-6): The dragon exhales fire in a 15-foot cone. Each creature in that area must make a DC l3 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.",,,,
207,Succubus (Incubus),"Claw (Fiend Form Only): Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.","Charm: One humanoid The Fiend can see within 30 feet of it must succeed on a DC 15 Wisdom saving throw or be magically Charmed for 1 day. The Charmed target obeys the fiend's verbal or telepathic commands. If the target suffers any harm or receives a suicidal Command, it can repeat the saving throw, ending the effect on a success. If the target successfully saves against the effect, or if the effect on it ends, the target is immune to this fiend's Charm for the next 24 hours.","Draining Kiss: The Fiend kisses a creature Charmed by it or a willing creature. The target must make a DC 15 Constitution saving throw against this magic, taking 32 (5d10 + 5) psychic damage on a failed save, or half as much damage on a successful one. The target's hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a Long Rest. The target dies if this effect reduces its hit point maximum to 0.","Etherealness: The Fiend magically enters the Ethereal Plane from The Material Plane, or vice versa.",,
208,Wereboar,"Multiattack (Humanoid or Hybrid Form Only): The wereboar makes two attacks, only one of which can be with its tusks.","Maul (Humanoid or Hybrid Form Only): Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.","Tusks (Boar or Hybrid Form Only): Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.",,,
209,Weretiger,"Multiattack (Humanoid or Hybrid Form Only): In humanoid form, the weretiger makes two Scimitar attacks or two Longbow attacks. In hybrid form, it can Attack like a humanoid or make two claw attacks.","Bite (Tiger or Hybrid Form Only): Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.","Claw (Tiger or Hybrid Form Only): Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.","Scimitar (Humanoid or Hybrid Form Only): Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.","Longbow (Humanoid or Hybrid Form Only): Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",
210,Air Elemental,Multiattack: The elemental makes two slam attacks.,"Slam: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.","Whirlwind (Recharge 4-6): Each creature in the elemental's space must make a DC 13 Strength saving throw. On a failure, a target takes 15 (3d8 + 2) bludgeoning damage and is flung up 20 feet away from the elemental in a random direction and knocked prone. If a Thrown target strikes an object, such as a wall or floor, the target takes 3 (1d6) bludgeoning damage for every 10 feet it was Thrown. If the target is Thrown at another creature, that creature must succeed on a DC 13 Dexterity saving throw or take the same damage and be knocked prone.",,,
211,Barbed Devil,"Multiattack: The devil makes three melee attacks: one with its tail and two with its claws. Alternatively, it can use Hurl Flame twice.","Claw: Melee Weapon Attack: +6 to hit, reach 5 ft ., one target. Hit: 6 (1d6 + 3) piercing damage.","Tail: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage.","Hurl Flame: Ranged Spell Attack: +5 to hit, range 150 ft., one target. Hit: 10 (3d6) fire damage. If the target is a flammable object that isn't being worn or carried, it also catches fire.",,
212,Bulette,"Bite: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 30 (4d12 + 4) piercing damage.","Deadly Leap: If the bulette jumps at least 15 ft. as part of its Movement, it can then use this action to land on its ft. in a space that contains one or more other creatures. Each of those creatures must succeed on a DC 16 Strength or Dexterity saving throw (target's choice) or be knocked prone and take 14 (3d6 + 4) bludgeoning damage plus 14 (3d6 + 4) slashing damage. On a successful save, the creature takes only half the damage, isn't knocked prone, and is pushed 5 ft. out of the bulette's space into an unoccupied space of the creature's choice. If no unoccupied space is within range, the creature instead falls prone in the bulette's space.",,,,
213,Earth Elemental,Multiattack: The elemental makes two slam attacks.,"Slam: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 14 (2d8 + 5) bludgeoning damage.",,,,
214,Fire Elemental,Multiattack: The elemental makes two touch attacks.,"Touch: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) fire damage. If the target is a creature or a flammable object, it ignites. Until a creature takes an action to douse the fire, the target takes 5 (1d10) fire damage at the start of each of its turns.",,,,
215,Flesh Golem,Multiattack: The golem makes two slam attacks.,"Slam: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.",,,,
216,Giant Crocodile,Multiattack: The Crocodile makes two attacks: one with its bite and one with its tail.,"Bite: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 21 (3d10 + 5) piercing damage, and the target is Grappled (escape DC 16). Until this grapple ends, the target is Restrained, and the Crocodile can't bite another target.","Tail: Melee Weapon Attack: +8 to hit, reach 10 ft., one target not Grappled by the Crocodile. Hit: 14 (2d8 + 5) bludgeoning damage. If the target is a creature, it must succeed on a DC 16 Strength saving throw or be knocked prone.",,,
217,Giant Shark,"Bite: Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 22 (3d10 + 6) piercing damage.",,,,,
218,Gladiator,Multiattack: The gladiator makes three Melee Attacks or two Ranged Attacks.,"Spear: Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. and range 20/60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee Attack.","Shield Bash: Melee Weapon Attack: +7 to hit, reach 5 ft., one creature. Hit: 9 (2d4 + 4) bludgeoning damage. If the target is a Medium or smaller creature, it must succeed on a DC 15 Strength saving throw or be knocked prone.","Parry: The gladiator adds 3 to its AC against one melee Attack that would hit it. To do so, the gladiator must see the attacker and be wielding a melee weapon.",,
219,Gorgon,"Gore: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.","Hooves: Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage.","Petrifying Breath (Recharge 5-6): The gorgon exhales petrifying gas in a 30-foot cone. Each creature in that area must succeed on a DC 13 Constitution saving throw. On a failed save, a target begins to turn to stone and is Restrained. The Restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is Petrified until freed by the Greater Restoration spell or other magic.",,,
220,Half-Red Dragon Veteran,"

Multiattack: The Veteran makes two Longsword attacks.  If it has a Shortsword drawn, it can also make a  Shortsword Attack. ","Longsword: Melee Weapon Attack: +5 to hit, reach 5 ft.,  one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10  + 3) slashing damage if used with two hands. ","Shortsword: Melee Weapon Attack: +5 to hit, reach 5  ft., one target. Hit: 6 (1d6 + 3) piercing damage. ","Heavy Crossbow: Ranged Weapon Attack: +3 to hit,  range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing  damage. ","Fire Breath (Recharge 5–6): The Veteran exhales fire in  a 15-foot cone. Each creature in that area must make a  DC 15 Dexterity saving throw, taking 24 (7d6) fire  damage on a failed save, or half as much damage on a  successful one.",
221,Hill Giant,Multiattack: The giant makes two Greatclub attacks.,"Greatclub: Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 18 (3d8 + 5) bludgeoning damage.","Rock: Ranged Weapon Attack: +8 to hit, range 60/240 ft., one target. Hit: 21 (3d10 + 5) bludgeoning damage.",,,
222,Night Hag,"Claws (Hag Form Only): Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.","Change Shape: The hag magically polymorphs into a Small or Medium female humanoid, or back into her true form. Her Statistics are the same in each form. Any Equipment she is wearing or carrying isn't transformed. She reverts to her true form if she dies.","Etherealness: The hag magically enters the Ethereal Plane from The Material Plane, or vice versa. To do so, the hag must have a Heartstone in her possession.","Nightmare Haunting (1/Day): While on the Ethereal Plane, the hag magically touches a sleeping humanoid on The Material Plane. A Protection from Evil and Good spell cast on the target prevents this contact, as does a Magic Circle. As long as the contact persists, the target has dreadful visions. If these visions last for at least 1 hour, the target gains no benefit from its rest, and its hit point maximum is reduced by 5 (1d10). If this effect reduces the target's hit point maximum to 0, the target dies, and if the target was evil, its soul is trapped in the hag's Soul Bag. The reduction to the target's hit point maximum lasts until removed by the Greater Restoration spell or similar magic.",,
223,Otyugh,Multiattack: The otyugh makes three attacks: one with its bite and two with its tentacles.,"Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 12 (2d8 + 3) piercing damage. If the target is a creature, it must succeed on a DC 15 Constitution saving throw against disease or become Poisoned until the disease is cured. Every 24 hours that elapse, the target must repeat the saving throw, reducing its hit point maximum by 5 (1d10) on a failure. The disease is cured on a success. The target dies if the disease reduces its hit point maximum to 0. This reduction to the target's hit point maximum lasts until the disease is cured.","Tentacle: Melee Weapon Attack: +6 to hit, reach 10 ft., one target. Hit: 7 (1d8 + 3) bludgeoning damage plus 4 (1d8) piercing damage. If the target is Medium or smaller, it is Grappled (escape DC 13) and Restrained until the grapple ends. The otyugh has two tentacles, each of which can grapple one target.","Tentacle Slam: The otyugh slams creatures Grappled by it into each other or a solid surface. Each creature must succeed on a DC 14 Constitution saving throw or take 10 (2d6 + 3) bludgeoning damage and be Stunned until the end of the otyugh's next turn. On a successful save, the target takes half the bludgeoning damage and isn't Stunned.",,
224,Roper,"Multiattack: The roper makes four attacks with its tendrils, uses Reel, and makes one Attack with its bite.","Bite: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 22 (4d8 + 4) piercing damage.","Tendril: Melee Weapon Attack: +7 to hit, reach 50 ft., one creature. Hit: The target is Grappled (escape DC 15). Until the grapple ends, the target is Restrained and has disadvantage on Strength Checks and Strength saving throws, and the roper can't use the same tendril on another target.",Reel: The roper pulls each creature Grappled by it up to 25 ft. straight toward it.,,
225,Salamander,Multiattack: The salamander makes two attacks: one with its spear and one with its tail.,"Spear: Melee or Ranged Weapon Attack: +7 to hit, reach 5 ft. or range 20 ft./60 ft., one target. Hit: 11 (2d6 + 4) piercing damage, or 13 (2d8 + 4) piercing damage if used with two hands to make a melee Attack, plus 3 (1d6) fire damage.","Tail: Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 11 (2d6 + 4) bludgeoning damage plus 7 (2d6) fire damage, and the target is Grappled (escape DC 14). Until this grapple ends, the target is Restrained, the salamander can automatically hit the target with its tail, and the salamander can't make tail attacks against other Targets.",,,
226,Shambling Mound,"Multiattack: The shambling mound makes two slam attacks. If both attacks hit a Medium or smaller target, the target is Grappled (escape DC 14), and the shambling mound uses its Engulf on it.","Slam: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.","Engulf: The shambling mound engulfs a Medium or smaller creature Grappled by it. The engulfed target is Blinded, Restrained, and unable to breathe, and it must succeed on a DC 14 Constitution saving throw at the start of each of the mound's turns or take 13 (2d8 + 4) bludgeoning damage. If the mound moves, the engulfed target moves with it. The mound can have only one creature engulfed at a time.",,,
227,Triceratops,"Gore: Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 24 (4d8 + 6) piercing damage.","Stomp: Melee Weapon Attack: +9 to hit, reach 5 ft., one prone creature. Hit: 22 (3d10 + 6) bludgeoning damage",,,,
228,Troll,Multiattack: The troll makes three attacks: one with its bite and two with its claws.,"Bite: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 7 (1d6 + 4) piercing damage.","Claw: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",,,
229,Unicorn,Multiattack: The unicorn makes two attacks: one with its hooves and one with its horn.,"Hooves: Melee Weapon Attack: +7 to hit, reach 5 ft ., one target. Hit: 11 (2d6 + 4) bludgeoning damage.","Horn: Melee Weapon Attack: +7 to hit, reach 5 ft ., one target. Hit: 8 (1d8 + 4) piercing damage.","Healing Touch (3/Day): The unicorn touches another creature with its horn. The target magically regains 11 (2d8 + 2) hit points. In addition, the touch removes all Diseases and neutralizes all Poisons afflicting the target.","Teleport (1/Day): The unicorn magically teleports itself and up to three willing creatures it can see within 5 ft. of it, along with any Equipment they are wearing or carrying, to a location the unicorn is familiar with, up to 1 mile away.",Hooves: The unicorn makes one Attack with its hooves.
230,Vampire Spawn,"Multiattack: The Vampire makes two attacks, only one of which can be a bite Attack.","Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one willing creature, or a creature that is Grappled by the Vampire, Incapacitated, or Restrained. Hit: 6 (1d6 + 3) piercing damage plus 7 (2d6) necrotic damage. The target's hit point maximum is reduced by an amount equal to the necrotic damage taken, and the Vampire regains hit points equal to that amount. The reduction lasts until the target finishes a Long Rest. The target dies if this effect reduces its hit point maximum to 0.","Claws: Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 8 (2d4 + 3) slashing damage. Instead of dealing damage, the Vampire can grapple the target (escape DC 13).",,,
231,Water Elemental,Multiattack: The elemental makes two slam attacks.,"Slam: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) bludgeoning damage.","Whelm (Recharge 4-6): Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also Grappled (escape DC 14). Until this grapple ends, the target is Restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space.",,,
232,Werebear,"Multiattack: In bear form, the werebear makes two claw attacks. In humanoid form, it makes two Greataxe attacks. In hybrid form, it can Attack like a bear or a humanoid.","Bite (Bear or Hybrid Form Only): Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with were bear lycanthropy.","Claw (Bear or Hybrid Form Only): Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.","Greataxe (Humanoid or Hybrid Form Only): Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage.",,
233,Wraith,"Life Drain: Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a Long Rest. The target dies if this effect reduces its hit point maximum to 0.",Create Specter: The wraith Targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a Specter in the space of its corpse or in the nearest unoccupied space. The Specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.,,,,
234,Xorn,Multiattack: The xorn makes three claw attacks and one bite Attack.,"Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (3d6 + 3) piercing damage.","Claw: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",,,
235,Chimera,"Multiattack: The chimera makes three attacks: one with its bite, one with its horns, and one with its claws. When its fire breath is available, it can use the breath in place of its bite or horns.","Bite: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage.","Horns: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) bludgeoning damage.","Claws: Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.","Fire Breath (Recharge 5-6): The dragon head exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 31 (7d8) fire damage on a failed save, or half as much damage on a successful one.",
236,Drider,"Multiattack: The drider makes three attacks, either with its Longsword or its Longbow. It can replace one of those attacks with a bite Attack.","Bite: Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 2 (1d4) piercing damage plus 9 (2d8) poison damage.","Longsword: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.","Longbow: Ranged Weapon Attack: +6 to hit, range 150/600 ft., one target. Hit: 7 (1d8 + 3) piercing damage plus 4 (1d8) poison damage.",,
237,Invisible Stalker,Multiattack: The stalker makes two slam attacks.,"Slam: Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.",,,,
238,Mage,"Dagger: Melee or Ranged Weapon Attack: +5 to hit, reach 5 ft. or range 20/60 ft., one target. Hit: 4 (1d4 + 2) piercing damage.",,,,,
239,Mammoth,"Gore: Melee Weapon Attack: +10 to hit, reach 10 ft., one target. Hit: 25 (4d8 + 7) piercing damage.","Stomp: Melee Weapon Attack: +10 to hit, reach 5 ft., one prone creature. Hit: 29 (4d10 + 7) bludgeoning damage.",,,,
240,Medusa,Multiattack: The medusa makes either three Melee Attacks —  one with its snake hair and two with its Shortsword — or two Ranged Attacks with its Longbow.,"Snake Hair: Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 4 (1d4 + 2) piercing damage plus 14 (4d6) poison damage.","Shortsword: Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.","Longbow: Ranged Weapon Attack: +5 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage plus 7 (2d6) poison damage.",,
